X,Y,f_H_train
0.16,0.54,0.3597248175029739
0.8200000000000001,0.14,0.7191269125611818
0.08,0.2,0.6531198201416263
0.66,0.22,0.4478818501525139
0.16,0.26,0.6180323506744904
0.66,0.76,0.028100640155522563
0.7000000000000001,0.96,0.061776502741393825
0.26,0.28,0.8071938729657061
0.5,0.96,0.1882339877949444
0.62,0.0,0.44999257601193765
0.74,0.74,0.07266458613755916
0.64,0.12,0.4279722743658474
0.66,0.64,0.1693705773797274
0.66,0.8,-0.02574856811006075
0.4,0.72,0.19875176322669968
0.16,0.74,0.19196108488867494
0.74,0.92,-0.007215546222939134
0.1,0.18,0.6468451633442492
0.16,0.26,0.9466646191485951
0.54,0.14,0.57608942613482
0.92,0.04,0.45158885276240324
0.68,0.8,0.03650632030598767
0.46,0.28,0.28461471888913326
0.32,0.6,0.15564382221887668
0.84,0.24,0.6745378048653251
0.72,0.96,0.17406809575619442
0.86,0.0,0.38145157075055947
0.28,0.22,0.9010065810015988
0.0,0.48,0.3348332137738334
0.54,0.52,-0.0707080189310684
0.38,0.5,0.13051962498657388
0.34,0.4,0.4231696714931829
0.6,0.96,0.014267632879002163
0.58,1.0,0.015866752354427922
0.78,0.28,0.592687772696665
0.84,0.48,0.09210322351283906
0.06,0.22,0.7843614419219688
0.44,0.38,0.36305550799304986
0.92,0.92,0.22627223453715142
0.12,0.6,0.2625804723172083
0.84,0.22,0.6433910735463808
0.24,0.8200000000000001,-0.1441607855083864
0.56,0.62,-0.11072298599486324
0.36,0.42,0.2165771368856112
0.8,0.74,0.0041051358014043415
0.42,0.04,0.7629174665016605
0.64,0.34,0.5190008305884328
0.5,0.64,-0.006685594545271428
0.38,0.02,0.7487128144601621
0.32,0.62,0.12184698888560078
0.3,0.8200000000000001,0.26056174514213126
0.28,0.72,0.18795473730464474
0.26,0.8200000000000001,0.09874714463964576
0.9400000000000001,0.9,0.025254915486853304
0.4,0.16,0.6636978180091239
0.22,0.8200000000000001,0.09296812552768144
0.9,0.06,0.6398143601007259
0.46,0.86,0.0434721467629121
0.54,0.92,0.05891831611499186
0.54,0.88,-0.12096912708293943
0.18,0.22,0.999686284469216
0.8200000000000001,0.24,0.6242197151983208
0.72,0.84,0.265923360572038
0.72,0.98,0.18011438088948378
0.9,0.84,0.0043699992151019825
0.26,1.0,0.19653755084801877
0.72,0.08,0.7686548133542779
0.8200000000000001,0.56,0.1262902940423669
0.18,0.5,0.4034165860633912
0.28,0.38,0.3620189070750081
0.4,0.24,0.4130552044705722
0.72,0.76,-0.10126877612324796
0.18,0.68,0.28503141282954897
0.56,0.64,-0.12045369950715018
0.52,0.84,-0.07399715625646433
0.98,0.56,0.17968317478581994
0.44,0.22,0.5966189201430003
0.3,0.22,0.6738356195386246
0.04,0.02,0.48456530781948026
0.2,0.06,0.8666635822232384
0.56,0.08,0.48874138384094545
0.36,0.38,0.3220203669062298
0.4,0.2,0.5788248385537258
0.08,0.98,0.28567739894592614
0.0,0.28,0.3955449276112521
0.68,0.0,0.28334114705633195
0.46,0.34,0.4852708804777841
0.12,0.88,0.33052782364768635
0.58,0.36,0.4227051379906725
0.74,0.72,-0.0672000160521473
0.2,0.78,0.2852335187771002
0.24,0.6,0.12680559003973702
0.06,0.34,0.4584125969916081
0.24,0.48,0.38605444055502874
0.4,1.0,0.18943154149810643
0.56,0.8200000000000001,0.08467429554259255
0.34,0.42,0.23121174886995355
0.36,0.12,0.95864797192089
0.14,0.96,0.29912967326129647
0.44,0.96,0.13637358840070754
0.28,0.28,0.7070493309956738
0.74,0.86,0.08609607431494173
0.64,0.46,0.1754504727864037
0.3,0.7000000000000001,0.014474376542965947
0.96,0.36,0.2050531720086259
1.0,0.98,0.11420897649329331
0.14,0.5,0.36411909997915454
0.76,0.62,0.07252415269414872
0.8200000000000001,0.72,-0.004059862497299086
0.28,0.02,0.8551246647382104
0.9,0.4,0.43500171903010865
0.34,0.7000000000000001,0.19379138541063368
0.5,0.84,-0.06929781643370375
0.9,0.5,0.24509324569551683
0.56,0.12,0.4706407670332809
0.1,0.6,0.22493152078133294
0.74,0.12,0.5702620530031568
0.08,0.5,0.35136917461518685
0.22,0.88,0.06037844646342837
0.5,0.3,0.35543930955489883
0.32,0.72,0.1307292089541816
0.54,0.84,0.015320367137124766
0.92,0.52,0.03131930083155795
0.34,0.74,0.24191307717116572
0.26,0.32,0.5158607863313631
0.78,0.72,0.013706503893360485
0.96,0.74,-0.11402477497100652
0.8200000000000001,0.12,0.5014620369889432
0.72,0.44,0.20667368512093703
0.44,0.26,0.5026411757033156
0.04,0.44,0.5539961757062535
0.96,0.88,0.028330760475399973
0.4,0.9,0.02560189394632679
0.8,0.42,0.3570909318941704
0.42,0.04,0.9132042665246949
0.0,0.7000000000000001,0.11695262190581326
0.92,0.96,0.07260498658335017
0.3,0.7000000000000001,0.24309754978530954
0.26,0.1,1.0281589947960101
0.26,0.44,0.37005499519350826
0.04,0.84,0.16577710817059643
0.92,0.26,0.6983338915444302
0.52,0.3,0.14190264782701734
0.76,0.46,0.15349219585830318
0.76,0.98,0.00960747826775191
0.98,0.92,-0.1963143704809816
0.86,0.74,-0.046391007599252375
0.8,0.12,0.6441270179354446
0.24,0.84,0.09800378635048484
0.9,0.4,0.16457185763559945
0.3,0.92,0.2053889649803522
0.24,0.88,0.19817006233300952
0.0,0.38,0.4503699915386922
0.78,1.0,0.10987936111122602
0.56,0.04,0.3977729209265734
0.22,0.32,0.7784724557835045
0.62,0.9400000000000001,0.04206131335705332
0.38,0.02,0.7275852600037536
0.64,0.34,0.4072570237703498
0.24,0.68,0.23905558068660487
0.52,0.56,0.1296613897296026
0.28,0.52,0.39895812323859914
0.54,0.0,0.6516542497856748
0.34,0.62,0.08425437385881074
0.36,0.92,0.07735036964764314
0.86,0.42,0.16724574225444272
0.74,0.28,0.5040888293995691
0.3,0.04,0.8408572289941558
0.2,0.92,0.14989642017919816
0.06,0.08,0.5507571766351603
0.64,0.72,0.12661326624257482
1.0,0.38,0.17582027962117203
0.24,0.84,-0.07894454416829053
0.22,0.12,0.9215240961743628
0.04,0.02,0.3070168594504942
0.36,0.62,-0.12457724930871815
0.78,0.08,0.39972524280983496
0.48,0.98,0.05265081629268089
0.68,0.78,0.1541369272973899
0.54,0.22,0.36310232907924833
0.68,0.1,0.4879381125344461
0.8200000000000001,0.12,0.687972598358778
0.72,0.36,0.34870115980280386
0.96,0.5,-0.05279510130804945
0.22,0.2,0.9019094297531005
0.2,0.4,0.515465967416228
0.22,0.88,0.24242837892907995
0.38,0.74,0.05394978930891839
0.5,0.16,0.45538216772819706
0.9,1.0,0.0014805280880887078
0.0,0.78,0.24195783022608597
0.18,0.6,0.25938944745120424
0.22,0.76,0.27085697549721677
0.58,0.0,0.42666762114390194
0.38,0.6,0.07922949154661506
0.76,0.72,-0.03477662295193851
0.76,0.64,0.19946494388425604
0.9400000000000001,0.18,0.528228825101265
0.44,0.7000000000000001,0.034242591106624844
0.48,0.46,0.19803814852410767
0.74,0.6,-0.007021025496655488
0.48,0.36,0.4637718461661202
0.52,0.1,0.5962361322488202
0.16,0.48,0.16821186952065098
0.16,0.38,0.6598862725676907
0.44,0.78,0.037548315796800485
0.1,0.86,0.21568826053608667
0.62,0.22,0.6557256858373337
0.5,0.28,0.16737278251354543
0.5,0.66,-0.028515430711865637
0.64,0.32,0.4793175764459818
0.52,0.22,0.5703963641240407
